"","observed_scientific_name","valid_scientific_name","rank","vernacular_fr","kingdom","phylum","class","order","family","genus","species","itis_code"
"2885","Cameraria corylisella","Cameraria corylisella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Cameraria","Cameraria corylisella",NA
"2886","Malacosoma californica","Malacosoma californicum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lasiocampidae","Malacosoma","Malacosoma californica",NA
"2887","Pelochrista argentialbana","Pelochrista argentialbana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pelochrista","Pelochrista argentialbana",NA
"2888","Papilio brevicauda bretonensis","Papilio brevicauda bretonensis","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Papilionidae","Papilio","Papilio brevicauda",NA
"2889","Ancylis tineana","Ancylis tineana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Ancylis","Ancylis tineana",NA
"2890","Cnephasia asseclana","Cnephasia asseclana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cnephasia","Cnephasia asseclana",NA
"2891","Phosphila miselioides","Phosphila miselioides","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Phosphila","Phosphila miselioides",NA
"2892","Virbia aurantiaca","Virbia aurantiaca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Virbia","Virbia aurantiaca",NA
"2893","Carposina fernaldana","Carposina fernaldana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Carposinidae","Carposina","Carposina fernaldana",NA
"2894","Paralobesia spiraeifoliana","Paralobesia spiraeifoliana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Paralobesia","Paralobesia spiraeifoliana",NA
"2895","Arctia caja americana","Arctia caja americana","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Arctia","Arctia caja",NA
"2896","Papaipema birdi","Papaipema birdi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema birdi",NA
"2897","Marmara fasciella","Marmara fasciella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Marmara","Marmara fasciella",NA
"2898","Coleophora quadrilineella","Coleophora quadrilineella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora quadrilineella",NA
"2899","Filatima serotinella","Filatima serotinella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Filatima","Filatima serotinella",NA
"2900","Peronea","Acleris","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Acleris","",NA
"2901","Coleophora shaleriella","Coleophora shaleriella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora shaleriella",NA
"2902","Pyrausta borealis","Pyrausta","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta borealis",NA
"2903","Lomographa","Lomographa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Lomographa","",NA
"2904","Phyllonorycter trinotella","Phyllonorycter trinotella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter trinotella",NA
"2905","Nemapogon acapnopennella","Nemapogon acapnopennella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Nemapogon","Nemapogon acapnopennella",NA
"2906","Coleophora glissandella","Coleophora glissandella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora glissandella",NA
"2907","Nemapogon variatella","Nemapogon variatella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Nemapogon","Nemapogon variatella",NA
"2908","Parornix betulae","Parornix betulae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix betulae",NA
"2909","Oligia egens","Oligia egens","species","Oligia egensa","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oligia","Oligia egens",NA
"2910","Eupithecia swettii","Eupithecia swettii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia swettii",NA
"2911","Chrysoesthia lingulacella","Chrysoesthia lingulacella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chrysoesthia","Chrysoesthia lingulacella",NA
"2912","Alucita adriendenisi","Alucita adriendenisi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita adriendenisi",NA
"2913","Limenitis","Limenitis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","",NA
"2914","Macaria ribearia","Macaria ribearia","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Speranza","Speranza ribearia",NA
"2915","Brymblia quadrimaculella","Brymblia quadrimaculella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Brymblia","Brymblia quadrimaculella",NA
"2916","Isophrictis anteliella","Isophrictis anteliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Isophrictis","Isophrictis anteliella",NA
"2917","Nemophora bellela","Nemophora bellela","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Nemophora","Nemophora bellela",NA
"2918","Phtheochroa modestana","Phtheochroa modestana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phtheochroa","Phtheochroa modestana",NA
"2919","Apamea indocilis","Apamea indocilis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea indocilis",NA
"2920","Paectes abrostolella","Paectes abrostolella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Euteliidae","Paectes","Paectes abrostolella",NA
"2921","Pseudexentera mali","Pseudexentera mali","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pseudexentera","Pseudexentera mali",NA
"2922","Symmerista canicosta","Symmerista canicosta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Symmerista","Symmerista canicosta",NA
"2923","Adela purpurea","Adela purpurea","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Adelidae","Adela","Adela purpurea",NA
"2924","Apamea lintneri","Apamea lintneri","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea lintneri",NA
"2925","Papaipema cataphracta","Papaipema cataphracta","species","Perce-tige de la bardane","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papaipema","Papaipema cataphracta",NA
"2926","Argyrotaenia tabulana","Argyrotaenia tabulana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Argyrotaenia","Argyrotaenia tabulana",NA
"2927","Glaucolepis saccharella","Glaucolepis saccharella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Glaucolepis","Glaucolepis saccharella",NA
"2928","Archips nigriplagana","Archips nigriplagana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Archips","Archips nigriplagana",NA
"2929","Euthyatira pudens anticostiensis","Euthyatira","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Thyatiridae","Euthyatira","Euthyatira pudens",NA
"2930","Rhyacionia buoliana","Rhyacionia buoliana","species","Tordeuse des pousses du pin","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Rhyacionia","Rhyacionia buoliana",NA
"2931","Eucosma cana","Eucosma cana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma","Eucosma cana",NA
"2932","Aethes razowskii","Aethes razowskii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Aethes","Aethes razowskii",NA
"2933","Tineola bisselliella","Tineola bisselliella","species","Mite des vêtements","Animalia","Arthropoda","Insecta","Lepidoptera","Tineidae","Tineola","Tineola bisselliella",NA
"2934","Limenitis archippus archippus","Limenitis archippus archippus","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Limenitis","Limenitis archippus",NA
"2935","Parornix preciosella","Parornix preciosella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix preciosella",NA
"2936","Epiblema tripartitana","Epiblema tripartitana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Epiblema","Epiblema tripartitana",NA
"2937","Xenolechia","Xenolechia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Xenolechia","",NA
"2938","Pyrausta","Pyrausta","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","",NA
"2939","Phyllonorycter latus","Phyllonorycter latus","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter latus",NA
"2940","Coleotechnites albicostata","Coleotechnites albicostata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Coleotechnites","Coleotechnites albicostata",NA
"2941","Hybroma servulella","Hybroma servulella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Meessiidae","Hybroma","Hybroma servulella",NA
"2942","Zimmermannia bosquella","Zimmermannia bosquella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Zimmermannia","Zimmermannia bosquella",NA
"2943","Elachista griseicornis","Elachista griseicornis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachista","Elachista griseicornis",NA
"2944","Olethreutes fagigemmeana","Olethreutes fagigemmeana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes fagigemmeana",NA
"2945","Olethreutes furfuranum","Olethreutes furfuranum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes furfuranum",NA
"2946","Ochsenheimeria vacculella","Ochsenheimeria vacculella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ochsenheimeria","Ochsenheimeria vacculella",NA
"2947","Antispila oinophylla","Antispila","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","Antispila","Antispila oinophylla",NA
"2948","Pseudexentera costomaculana","Pseudexentera costomaculana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pseudexentera","Pseudexentera costomaculana",NA
"2949","Coleophora ledi","Coleophora ledi","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora ledi",NA
"2950","Pyrausta merrickalis","Pyrausta merrickalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pyrausta","Pyrausta merrickalis",NA
"2951","Cosmopterix clemensella","Cosmopterix clemensella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix","Cosmopterix clemensella",NA
"2952","Grapholita molesta","Grapholita molesta","species","Tordeuse orientale du pêcher","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Grapholita","Grapholita molesta",NA
"2953","Pococera aplastella","Pococera aplastella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Pococera","Pococera aplastella",NA
"2954","Elachista alpinella","Elachista alpinella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachista","Elachista alpinella",NA
"2955","Gelechia","Gelechia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Gelechia","",NA
"2956","Apamea unanimis","Apamea unanimis","species","Noctuelle de lalpiste","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Apamea","Apamea unanimis",NA
"2957","Ypsolopha dorsimaculella","Ypsolopha dorsimaculella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Ypsolophidae","Ypsolopha","Ypsolopha dorsimaculella",NA
"2958","Metarranthis amyrisaria","Metarranthis amyrisaria","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Metarranthis","Metarranthis amyrisaria",NA
"2959","Chionodes praetor","Chionodes praetor","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chionodes","Chionodes praetor",NA
"2960","Xenotemna pallorana","Xenotemna pallorana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Xenotemna","Xenotemna pallorana",NA
"2961","Stigmella rhamnicola","Stigmella rhamnicola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Stigmella","Stigmella rhamnicola",NA
"2962","Scythris eboracensis","Scythris eboracensis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Scythrididae","Scythris","Scythris eboracensis",NA
"2963","Fabiola shalleriella","Fabiola shalleriella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Fabiola","Fabiola shalleriella",NA
"2964","Parornix arbutifoliella","Parornix arbutifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parornix","Parornix arbutifoliella",NA
"2965","Palpita","Palpita","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Palpita","",NA
"2966","Eupithecia lariciata","Eupithecia lariciata","species","Eupithécie du mélèze","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eupithecia","Eupithecia lariciata",NA
"2967","Coleophora rupestrella","Coleophora rupestrella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora rupestrella",NA
"2968","Macaria masquerata","Macaria masquerata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Macaria","Macaria masquerata",NA
"2969","Gretchena concubitana","Gretchena concubitana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Gretchena","Gretchena concubitana",NA
"2970","Phyllonorycter intermixta","Phyllonorycter intermixta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllonorycter","Phyllonorycter intermixta",NA
"2971","Agonopterix ciliella","Agonopterix ciliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Depressariidae","Agonopterix","Agonopterix ciliella",NA
"2972","Olethreutes inornatana","Olethreutes inornatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes inornatana",NA
"2973","Oegoconia quadripuncta","Oegoconia quadripuncta","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Autostichidae","Oegoconia","Oegoconia quadripuncta",NA
"2974","Coleophora fuscedinella","Coleophora serratella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora serratella",NA
"2975","Lyonetia pulverulentella","Lyonetia pulverulentella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lyonetiidae","Lyonetia","Lyonetia pulverulentella",NA
"2976","Schinia obscurata","Schinia obscurata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Schinia","Schinia obscurata",NA
"2977","Alucita kazachstanica","Alucita kazachstanica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Alucitidae","Alucita","Alucita kazachstanica",NA
"2978","Decantha boreasella","Decantha borkhausenii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Decantha","Decantha borkhausenii",NA
"2979","Arta","Arta","genus","Artà","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Arta","",NA
"2980","Pediasia abnaki","Pediasia abnaki","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Pediasia","Pediasia abnaki",NA
"2981","Cosmopterix gemmiferella","Cosmopterix gemmiferella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Cosmopterigidae","Cosmopterix","Cosmopterix gemmiferella",NA
"2982","Parectopa","Parectopa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Parectopa","",NA
"2983","Hydriomena furcata","Hydriomena furcata","species","Larentie lavée","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Hydriomena","Hydriomena furcata",NA
"2984","Caloptilia cornusella","Caloptilia cornusella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Caloptilia","Caloptilia cornusella",NA
"2985","Herpetogramma theseusalis","Herpetogramma theseusalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Herpetogramma","Herpetogramma theseusalis",NA
"2986","Dryadaula","Dryadaula","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Dryadaulidae","Dryadaula","",NA
"2987","Chlorochlamys","Chlorochlamys","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Chlorochlamys","",NA
"2988","Datana","Datana","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Datana","",NA
"2989","Dichomeris copa","Dichomeris copa","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Dichomeris","Dichomeris copa",NA
"2990","Strymon acadica","Strymon acadica","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Strymon","Strymon acadica",NA
"2991","Glyphipterix circumscriptella","Glyphipterix circumscriptella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Glyphipterigidae","Glyphipterix","Glyphipterix circumscriptella",NA
"2992","Incisalia niphon","Incisalia niphon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Incisalia","Incisalia niphon",NA
"2993","Acrolepia assectella","Acrolepia assectella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Glyphipterigidae","Acrolepia","Acrolepia assectella",NA
"2994","Coleotechnites gibsonella","Coleotechnites gibsonella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Coleotechnites","Coleotechnites gibsonella",NA
"2995","Xanthophysa psychialis","Xanthophysa psychialis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Xanthophysa","Xanthophysa psychicalis",NA
"2996","Pococera melanogrammos","Pococera melanogrammos","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Pococera","Pococera melanogrammos",NA
"2997","Sonia constrictana","Sonia constrictana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Sonia","Sonia constrictana",NA
"2998","Retinia burkeana","Retinia burkeana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Retinia","Retinia burkeana",NA
"2999","Platphalonidia lavana","Platphalonidia lavana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Phalonidia","Platphalonidia lavana",NA
"3000","Anacampsis consonella","Anacampsis consonella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Anacampsis","Anacampsis consonella",NA
"3001","Callima formosella","Callima formosella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Oecophoridae","Callima","Callima formosella",NA
"3002","Catoptria maculalis","Catoptria maculalis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Catoptria","Catoptria maculalis",NA
"3003","Phyllocnistis vitifoliella","Phyllocnistis vitifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gracillariidae","Phyllocnistis","Phyllocnistis vitifoliella",NA
"3004","Coleophora astericola","Coleophora astericola","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora astericola",NA
"3005","Eulithis testata","Eulithis testata","species","La cidarie agate","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eulithis","Eulithis testata","189072"
"3006","Bryotropha branella","Bryotropha branella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Bryotropha","Bryotropha branella",NA
"3007","Atroposia oenotherana","Conchylis oenotherana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Conchylis","Conchylis oenotherana",NA
"3008","Rheumaptera prunivorata","Rheumaptera prunivorata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Rheumaptera","Rheumaptera prunivorata",NA
"3009","Zophodia convolutella","Zophodia convolutella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Zophodia","Zophodia convolutella",NA
"3010","Mastor hegon","Mastor hegon","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Mastor","Mastor hegon",NA
"3011","Caloreas","Caloreas","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Choreutidae","Caloreas","",NA
"3012","Pyrrhia cilisca","Pyrrhia cilisca","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Pyrrhia","Pyrrhia cilisca",NA
"3013","Eudonia vivida","Eudonia vivida","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Eudonia","Eudonia vivada",NA
"3014","Eustroma semiatrata","Eustroma semiatrata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Eustroma","Antepirrhoe semiatrata",NA
"3015","Nascia","Nascia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Nascia","",NA
"3016","Cydia erotella","Cydia erotella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia erotella",NA
"3017","Olethreutes subnubilum","Olethreutes subnubilum","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Olethreutes","Olethreutes subnubilum",NA
"3018","Panopoda","Panopoda","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Panopoda","",NA
"3019","Brachylomia discinigra","Brachylomia discinigra","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Brachylomia","Brachylomia discinigra",NA
"3020","Enodia anthedon borealis","Enodia anthedon borealis","subspecies","","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Enodia","Enodia anthedon",NA
"3021","Hyles gallii intermedia","Hyles gallii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Sphingidae","Hyles","Hyles gallii",NA
"3022","Grammia virguncula","Grammia virguncula","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Grammia","Grammia virguncula",NA
"3023","Anartomima secedens","Lasionycta secedens","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lasionycta","Lasionycta secedens",NA
"3024","Celaena reniformis","Helotropha reniformis","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Helotropha","Helotropha reniformis",NA
"3025","Oncocnemis","Oncocnemis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Oncocnemis","",NA
"3026","Oligia illocata","Fishia illocata","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Fishia","Fishia illocata",NA
"3027","Xanthia togata","Xanthia togata","species","Mantelée","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xanthia","Xanthia togata",NA
"3028","Papestra cristifera","Papestra cristifera","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Papestra","Papestra cristifera",NA
"3029","Archanara oblonga","Globia oblonga","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Globia","Capsula oblonga",NA
"3030","Grammia williamsii","Grammia williamsii","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Erebidae","Grammia","Grammia williamsii",NA
"3031","Hecatera","Hecatera","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Hecatera","",NA
"3032","Chortodes","Photedes","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Photedes","",NA
"3033","Eucosma raracana","Eucosma raracana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Eucosma","Eucosma raracana",NA
"3034","Elachista illectella","Elachista illectella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Elachistidae","Elachista","Elachista illectella",NA
"3035","Mompha subbistrigella","Mompha subbistrigella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Momphidae","Mompha","Mompha subbistrigella",NA
"3036","Melanophthalma","Melanophthalma","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Latridiidae","Marojala","",NA
"3037","Notocelia purpurissatana","Notocelia purpurissatana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Notocelia","Notocelia purpurissatana",NA
"3038","Cucullia","Cucullia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Cucullia","",NA
"3039","Cydia lacustrina","Cydia lacustrina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Cydia","Cydia lacustrina",NA
"3040","Xylotype","Xylotype","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Xylotype","",NA
"3041","Neodactria","Neodactria","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Neodactria","",NA
"3042","Bactra lancealana","Bactra lancealana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Bactra","Bactra lancealana",NA
"3043","Anania hortulata","Anania hortulata","species","Pyrale de l'ortie","Animalia","Arthropoda","Insecta","Lepidoptera","Crambidae","Anania","Anania hortulata",NA
"3044","Retinia","Retinia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Retinia","",NA
"3045","Eremobina","Eremobina","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Eremobina","",NA
"3046","Pseudexentera spoliana","Pseudexentera spoliana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Pseudexentera","Pseudexentera spoliana",NA
"3047","Coleophora querciella","Coleophora querciella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Coleophoridae","Coleophora","Coleophora querciella",NA
"3048","Abagrotis","Abagrotis","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Abagrotis","",NA
"3049","Notodonta torva","Notodonta torva","species","La demi-lune grise","Animalia","Arthropoda","Insecta","Lepidoptera","Notodontidae","Notodonta","Notodonta torva","936829"
"3050","Pterophoridae","Pterophoridae","family","","Animalia","Arthropoda","Insecta","Lepidoptera","Pterophoridae","","",NA
"3051","Tulsa","Tulsa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Pyralidae","Tulsa","",NA
"3052","Amphipyra tragopoginis","Amphipyra tragopoginis","species","Triponctuée","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Amphipyra","Amphipyra tragopoginis",NA
"3053","Ectoedemia virgulae","Ectoedemia virgulae","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Nepticulidae","Ectoedemia","Ectoedemia virgulae",NA
"3054","Dahlica walshella","Dahlica walshella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Psychidae","Dahlica","Dahlica walshella",NA
"3055","Chrysoesthia","Chrysoesthia","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Chrysoesthia","",NA
"3056","Aspilanta viticordifoliella","Aspilanta viticordifoliella","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","Aspilanta","Aspilanta viticordifoliella",NA
"3057","Aspilanta argentifera","Antispila argentifera","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Heliozelidae","Antispila","Antispila argentifera",NA
"3058","Lasionycta anthracina","Lasionycta anthracina","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Lasionycta","Lasionycta anthracina",NA
"3059","Scopula quinquelinearia","Scopula","genus","Leptaletis","Animalia","Arthropoda","Insecta","Lepidoptera","Geometridae","Scopula","Scopula quinquelinearia",NA
"3060","Conchylis oenotherana","Conchylis oenotherana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Tortricidae","Conchylis","Conchylis oenotherana",NA
"3061","Caradrina montana","Caradrina montana","species","","Animalia","Arthropoda","Insecta","Lepidoptera","Noctuidae","Caradrina","Caradrina montana",NA
"3062","Monochroa","Monochroa","genus","","Animalia","Arthropoda","Insecta","Lepidoptera","Gelechiidae","Monochroa","",NA
